title,author,genres,available
The Girl In Between,Laekan Zea Kemp (Goodreads Author),Fantasy,True
أخوية اليقظانين,"Jacques Attali, محمد عبد الكريم إبراهيم (Translator), جاك أتالي",Historical Fiction,True
Richmond Unchained: The Biography of the World's First Black Sporting Superstar,Luke G. Williams,History,True
Coalition's End,Karen Traviss (Goodreads Author),Science Fiction,True
Moje życie w kręgu obsesji. Pamiętnik,Joanne Limburg,Nonfiction,True
"Mother Angelica: The Remarkable Story of a Nun, Her Nerve, and a Network of Miracles",Raymond Arroyo (Goodreads Author),Biography,True
Our Endless Numbered Days,Claire Fuller (Goodreads Author),Fiction,True
18 Things,Jamie Ayres (Goodreads Author),Young Adult,True
A Kidnapped Santa Claus,L. Frank Baum,Christmas,True
Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,David Kushner,Nonfiction,True
Three Weeks in December,Audrey Schulman,Fiction,True
The Foundations of Arithmetic: A Logico-Mathematical Enquiry into the Concept of Number,"Gottlob Frege, J.L. Austin (Translator)",Philosophy,True
War Is a Force That Gives Us Meaning,Chris Hedges,Nonfiction,True
Feniçka,"Lou Andreas-Salomé, İlknur İgan (Translator)",Feminism,True
"Adrenalized: Life, Def Leppard, and Beyond","Phil Collen, Chris Epting (Goodreads Author) (With)",Music,True
The Path of the Spiritual Sun: Celebrating the Solstices and Equinoxes,"Belsebuub (Goodreads Author), Belsebuub (Goodreads Author)",Spirituality,True
Appaloosa,Robert B. Parker,Westerns,True
Origins: Fourteen Billion Years of Cosmic Evolution,Neil deGrasse Tyson (Goodreads Author),Science,True
Caracreatura,Pino Roveredo,Sconosciuto,True
The Lost Clue,Mrs. O.F. Walton,Fiction,True
Evenfall: Volume 2: Director's Cut,"Ais (Goodreads Author), Santino Hassell (Goodreads Author)",M M Romance,True
La última noche en Tremore Beach,Mikel Santiago (Goodreads Author),Thriller,True
Fausto / Werther,Johann Wolfgang von Goethe,Classics,True
"Mushishi, Vol. 5","Yuki Urushibara, William Flanagan (Translator)",Manga,True
"The Dialogues of Plato, vol. 1, translated into English with Analyses and Introductions in Five Volumes","Plato, Benjamin Jowett (Translator)",Sconosciuto,True
An Earthly King,Hazel B. West (Goodreads Author),Fantasy,True
Trump 101: The Way to Success,"Donald J. Trump, Meredith McIver",Business,True
Tournament of Losers,Megan Derr (Goodreads Author),Fantasy,True
Long Time Coming,Robert Goddard,Mystery,True
The Princess & the Penis,R.J. Silver (Goodreads Author),Fantasy,True
On Solway Sand,Mark Montgomery (Goodreads Author),Sconosciuto,True
Twisted Bitch,Jaci J. (Goodreads Author),Romance,True
Clone,Ryan Schow,Sconosciuto,True
Le Quatrième Mur,Sorj Chalandon,France,True
Profitable Chicken Rearing For Beginners : Raisng Chickens For Meat & Eggs And Markets And Marketing Strategies,Francis Okumu,Sconosciuto,True
Desert Magnolia,Dedra L. Stevenson (Goodreads Author),Sconosciuto,True
Frozen in Time: The Fate of the Franklin Expedition,"Owen Beattie, John Geiger",History,True
Dream Angel,Jane West,Thriller,True
Fureur et Mystère,René Char,Poetry,True
A Zebra Branca,"Milton Camargo (Author), Glaucia Mendes (Illustrator)",Sconosciuto,True
Sherlock Holmes : Ölümle Randevu,Arthur Conan Doyle,Sconosciuto,True
Back to the Hood,Treasure Hernandez,African American,True
Abby Spencer Goes to Bollywood,Varsha Bajaj,Middle Grade,True
El juez de Egipto,Christian Jacq,Historical Fiction,True
M Train,Patti Smith (Goodreads Author),Nonfiction,True
Dear Life,Meghan Quinn (Goodreads Author),Romance,True
Insane Clown President: Dispatches from the 2016 Circus,"Matt Taibbi, Victor Juhasz (Illustrations)",Politics,True
One,Patrick Holland (Goodreads Author),Westerns,True
Longing,Ciana Stone (Goodreads Author),Paranormal Romance,True
The Selection Series Collection,Kiera Cass (Goodreads Author),Young Adult,True
Coast,Jay McLean (Goodreads Author),New Adult,True
The Riders of Thunder Realm,Steven Lochran (Goodreads Author),Fantasy,True
"The Adventures of Charls, the Veretian Cloth Merchant",C.S. Pacat (Goodreads Author),Fantasy,True
Captured Moments: Inspiration captured in verse,J.D. Estrada (Goodreads Author),Sconosciuto,True
Dama s psičkom,Anton Chekhov,Short Stories,True
Play Nice,L.P. Maxa (Goodreads Author),Romance,True
A Promise of Fire,Amanda Bouchet (Goodreads Author),Fantasy,True
Ransom,Danielle Steel,Romance,True
Judging Angels,Tim Capps,Sconosciuto,True
Coast Road,Barbara Delinsky (Goodreads Author),Romance,True
The Drifters,James A. Michener,Fiction,True
Mystical Union,John Crowder,Theology,True
When I Found You,Kate James (Goodreads Author),Harlequin Heartwarming,True
"The Complete Stories of Theodore Sturgeon, Volume II: Microcosmic God","Theodore Sturgeon, Paul Williams (Editor), Samuel R. Delany (Introduction)",Science Fiction,True
Digital Knight,Ryk E. Spoor (Goodreads Author),Fantasy,True
The Lady or the Tiger?,Frank R. Stockton,Short Stories,True
Summary of Capital in the Twenty-First Century: by Thomas Piketty | Includes Analysis,NOT A BOOK,Sconosciuto,True
عجايب الآثار في التراجم والأخبار :الجزء الخامس,"عبد الرحمن الجبرتي (تأليف), عبد العزيز جمال الدين (تحقيق)",History,True
The Doorbell Rang,"Rex Stout, Stuart M. Kaminsky (Introduction)",Mystery,True
Great Philosophical Debates: Free Will and Determinism,Shaun Nichols,Philosophy,True
An Untamed State,Roxane Gay (Goodreads Author),Fiction,True
"Higurashi When They Cry: Abducted by Demons Arc, Vol. 1","Ryukishi07, Karin Suzuragi (Visual Art)",Manga,True
Cuban Heels Covermount (B Magazine),Emily Barr,Chick Lit,True
The Dove Keeper,"Evelyn Deshane, Emily James Ray (Pseudonym)",M M Romance,True
Literature or Life,"Jorge Semprún, Linda Coverdale (Translator)",Nonfiction,True
V Hérakleitově řece,Wisława Szymborska,Sconosciuto,True
Gli incantevoli giorni di Shirley,Elisabetta Gnone,Fantasy,True
Play With Strangers,Annie Hardacre,Sconosciuto,True
Let's Be Just Friends,Camilla Isley (Goodreads Author),Romance,True
Sweet Remembrance: The Little Match Girl Retelling,Emily Ann Putzke (Goodreads Author),Fairy Tale Retellings,True
Live With Lightning,Mitchell Wilson,Sconosciuto,True
Bartholomew's Passage: A Family Story for Advent,Arnold Ytreeide,Christmas,True
Never Smile at Strangers,Jennifer Jaynes,Mystery,True
Callisto,"Torsten Krol, Ujjwala Gokhale (Translator)",Fiction,True
Trans/Portraits: Voices from Transgender Communities,Jackson Wright Shultz (Goodreads Author),Nonfiction,True
Yssa il buono,John le Carré,Fiction,True
The Secrets of Happiness,Lucy Diamond,Chick Lit,True
Complete Winnetou Trilogy,"Karl May, Marlies Bugmann (translator)",Adventure,True
Operetta,"Witold Gombrowicz, Louis Iribarne (Translator)",Plays,True
The Tapper Twins Tear Up New York,Geoff Rodkey (Goodreads Author),Middle Grade,True
Dialogues Concerning Natural Religion and The Natural History of Religion,"David Hume, John Charles Addison Gaskin (Editor)",Philosophy,True
Zoe the Skating Fairy,"Daisy Meadows, Georgie Ripper",Childrens,True
Piç,Hakan Günday,Turkish Literature,True
Ali,Küçük İskender,Sconosciuto,True
Feversong,Karen Marie Moning (Goodreads Author),Fantasy,True
Trail of the Beast,Edward Fallon,Fiction,True
Code Zero,Jonathan Maberry (Goodreads Author),Horror,True
Eyes to the Soul,Dale Mayer (Goodreads Author),Romance,True
Blood for Blood,Ryan Graudin (Goodreads Author),Historical Fiction,True
"Drama Free Dating: Learn From Others, So You Can Stop Wasting Your Time",Camie L. Vincent (Goodreads Author),Sconosciuto,True
Aurora,Kim Stanley Robinson,Science Fiction,True
El origen musical de los animales-símbolos en la mitología y la escultura antiguas,Marius Schneider,Sconosciuto,True
The Malefactors,"Anne Haw Holt, Richardson Wallace Haw Jr.",Sconosciuto,True
The Parafaith War,L.E. Modesitt Jr. (Goodreads Author),Science Fiction,True
Towards Zero,Agatha Christie,Mystery,True
The Aftermath,Stacy A. Padula (Goodreads Author),Sconosciuto,True
Who Fears Death,Nnedi Okorafor (Goodreads Author),Fantasy,True
The Carbynarah Chronicles: An Epic Fantasy Adventure,Jon Franklyn (Goodreads Author),Fantasy,True
The Black Tower,P.D. James,Mystery,True
The Immigrants,Howard Fast,Historical Fiction,True
Sarı Zeybek: Atatürk'ün Son 300 Günü,Can Dündar,History,True
Een minuut eerlijkheid,"Bjørn Sortland, Femke Blekkingh-Muller (Translator)",Young Adult,True
Konfōto Zōn No Tsukurikata: Zukai Tīpīaiī Puroguramu Mokuhyō Tassei Shigoto Ningen Kankei Benkyō Okane Ren'ai Ni Kiku,Hideto Tomabechi,Sconosciuto,True
Todos los días son nuestros,Catalina Aguilar Mastretta,Romance,True
I've Been Looking for You,Jennifer Dean (Goodreads Author),Young Adult,True
Five Dares,Eli Easton (Goodreads Author),M M Romance,True
The Empress,S.J. Kincaid (Goodreads Author),Science Fiction,True
Mennymsowie,Sylvia Waugh,Fantasy,True
Broken Harbor,Tana French (Goodreads Author),Mystery,True
The Innocents,Francesca Segal (Goodreads Author),Fiction,True
Buffering: Unshared Tales of a Life Fully Loaded,Hannah Hart,Nonfiction,True
House of Lies,S.R. Claridge (Goodreads Author),Sconosciuto,True
Idées noires : L'intégrale,André Franquin,Comics,True
Advise and Consent,Allen Drury,Fiction,True
My Best Friend's Ex,Meghan Quinn (Goodreads Author),Romance,True
They Can't Kill Us Until They Kill Us,Hanif Abdurraqib,Essays,True
Το Αυτό-Τόμος Ι,"Stephen King (Goodreads Author), Έφη Τσιρώνη (Translator)",Horror,True
Rats: Observations on the History Habitat of the City's Most Unwanted Inhabitants,Robert Sullivan,Nonfiction,True
Detectives in Togas,"Henry Winterfeld, Richard Winston (Translator), Clara Winston (Translator), Charlotte Kleinert (Illustrator)",Historical Fiction,True
Un-Dead,RoAnna Sylver (Goodreads Author),Fantasy,True
Bee Thousand,Marc Woodworth,Music,True
Rust & Stardust,T. Greenwood (Goodreads Author),Historical Fiction,True
Train Your Brain,Ryuta Kawashima,Nonfiction,True
"Eines Tages, Baby",Julia Engelmann,Poetry,True
La jaula dorada,Vic James (Goodreads Author),Fantasy,True
هنر چیست؟,"Leo Tolstoy, کاوه دهگان (Translator)",Philosophy,True
Slayers,C.J. Hill (Goodreads Author),Fantasy,True
Тореадори з Васюківки,Vsevolod Nestayko,Fiction,True
The Shock of the New,Robert Hughes,Art,True
Poems,"Sappho, Willis Barnstone (Translator)",Poetry,True
Shakespeare: The World as Stage,Bill Bryson,Nonfiction,True
Huntress,Julie Hall (Goodreads Author),Fantasy,True
NARUTO -ナルト- イタチ真伝 光明篇 [Naruto: Itachi Shinden — Kōmyō-hen],"Masashi Kishimoto (Original Creator, Illustrator), Takashi Yano (Story)",Manga,True
Ghost,Jason Reynolds,Middle Grade,True
Broken Verses,Kamila Shamsie,Fiction,True
Why I Left Goldman Sachs: A Wall Street Story,Greg Smith,Nonfiction,True
"Twelve Ways to Please and Keep Your Woman or Wife: Do These Things, and No One Will Take Your Woman or Wife",Raymond Sturgis (Goodreads Author),Sconosciuto,True
Ritorno da te,"Jennifer L. Armentrout (Goodreads Author), Veronica Sibilla Ghiorzi (Translator)",Fantasy,True
Bonk: The Curious Coupling of Science and Sex,Mary Roach (Goodreads Author),Nonfiction,True
Terminal,Brian Keene (Goodreads Author),Horror,True
It,Alexa Chung,Nonfiction,True
"Race, Evolution, and Behavior: A Life History Perspective",J. Philippe Rushton,Science,True
Paper Girls: Book One,"Brian K. Vaughan (Goodreads Author) (Writer), Cliff Chiang (Illustrator), Matt Wilson (Colorist), Jared K. Fletcher (Letterer)",Graphic Novels,True
ЯED,Jennifer Anne Davis (Goodreads Author),Fantasy,True
Ostrich Boys,Keith Gray (Goodreads Author),Young Adult,True
Jasnowidz na policyjnym etacie,"Krzysztof Jackowski, Krzysztof Janoszka",Sconosciuto,True
The Proximity of Stars,Benedict Stuart (Goodreads Author),Science Fiction,True
All the World's a Simulation,Stephen Moles (Goodreads Author),Science Fiction,True
The Men of Letters Bestiary: Winchester Family Edition (Supernatural),"Tim Waggoner (Goodreads Author), Kyle Hotz (illustrator)",Supernatural,True
صراط,علی صفایی حائری,Sconosciuto,True
Generation One,Pittacus Lore,Young Adult,True
Prince Valiant Vol. 1: The Prophecy,Hal Foster,Comics,True
Zo God het wil,"Niccolò Ammaniti, Etta Maris (Translator)",Fiction,True
Deadly Secrets,Donna Cummins (Goodreads Author),Sconosciuto,True
Roadwork,"Richard Bachman (Pseudonym), Stephen King (Goodreads Author)",Horror,True
Bimbo and Topsy,Enid Blyton,Childrens,True
The Clover Chapel,Devney Perry (Goodreads Author),Romance,True
Sleepless,Charlie Huston,Fiction,True
The Meanderers,Dhawal Trivedi (Goodreads Author),Sconosciuto,True
"En el otro lado del corazón, Volumen 1",Andrea Adrich,Sconosciuto,True
Suddenly One Summer,Julie James (Goodreads Author),Romance,True
Limitless,Robert J. Crane,Urban Fantasy,True
Close to Home,Cara Hunter (Goodreads Author),Mystery,True
Scritti Politici,Antonio Gramsci,Sconosciuto,True
L'Ordine della spada,Virginia De Winter,Fantasy,True
Win,Vera Nazarian (Goodreads Author),Science Fiction,True
Obama: An Intimate Portrait: The Historic Presidency in Photographs,"Pete Souza, Barack Obama (foreword)",Nonfiction,True
فلسفه و معنای زندگی,محمّد آزاده,Sconosciuto,True
مرگ,"Todd May, رضا علیزاده (Translator)",Philosophy,True
بامداد خمار,فتانه حاج سیدجوادی,Novels,True
Grimasz,Frigyes Karinthy,Sconosciuto,True
Nuclear Peace: The Story of the Trident Three,John Mayer (Foreword),Sconosciuto,True
عزاداران بیل,غلامحسین ساعدی,Short Stories,True
Brush Pen Illustration: More Than 200 Ideas for Drawing with Brush Pens,Sho Ito,Art,True
A Dama e o Vagabundo,Cheryl Holt (Goodreads Author),Historical Romance,True
Double Act,"Jacqueline Wilson, Nick Sharratt (Illustrations), Sue Heap (Illustrations)",Childrens,True
The Ten Thousand: A Novel of Ancient Greece,Michael Curtis Ford,Historical Fiction,True
Shamati (I Heard),Michael Laitman (Goodreads Author),Sconosciuto,True
Ecos do Futuro - Parte 2,Diana Gabaldon (Goodreads Author),Fantasy,True
Starship's Mage: Omnibus,Glynn Stewart (Goodreads Author),Science Fiction,True
Digging In,"Loretta Nyhan (Goodreads Author), Mary Robinette Kowal (Goodreads Author) (Narrator)",Fiction,True
The Art of Wealth Mastery: Secrets of the Self-Made Millionaire,"Zack Bowman, CoBlaze (Editor)",Sconosciuto,True
The Stockholm Octavo,Karen Engelmann (Goodreads Author),Historical Fiction,True
Saving Jasmine,Rose Nickol (Goodreads Author),Sconosciuto,True
Leere Herzen,Juli Zeh,Fiction,True
A Time of Dread,John Gwynne (Goodreads Author),Fantasy,True
American Power and the New Mandarins: Historical and Political Essays,"Noam Chomsky, Howard Zinn (Introduction)",Politics,True
Das Schneekind: Eine Familie unterwegs durch die Schneewüsten Kanadas,Nicolas Vanier,Nonfiction,True
Over the Tracks,Anna Green,Romance,True
The Crisis of the Modern World,"René Guénon, Marco Pallis (Translator), Richard C. Nicholson (Translator)",Philosophy,True
Infantry Attacks,Erwin Rommel,History,True
Words Of A Poetic Goddess,LaTonya Page-Balkcom,Sconosciuto,True
The Creep,Chriselda Barretto (Goodreads Author),Adult,True
I.,Stephen Dixon,Fiction,True
Graceful (for Young Women): Letting Go of Your Try-Hard Life,Emily P. Freeman (Goodreads Author),Christian,True
Woman of God,"James Patterson (Goodreads Author), Maxine Paetro",Fiction,True
The Dark Beneath the Ice,Amelinda Bérubé (Goodreads Author),Horror,True
Beyond the Ice Limit,"Douglas Preston (Goodreads Author), Lincoln Child",Thriller,True
The Good Widow,"Liz Fenton (Goodreads Author), Lisa Steinke (Goodreads Author), Dara Rosenberg (Narrator)",Mystery,True
The Ravenmaster's Secret: Escape from the Tower of London,Elvira Woodruff,Historical Fiction,True
Reflections on the Self,"Jiddu Krishnamurti, Raymond Martin (Editor)",Philosophy,True
Falling Over Sideways,Jordan Sonnenblick,Realistic Fiction,True
A Pleasure and a Calling,Phil Hogan (Goodreads Author),Thriller,True
Dry,"Neal Shusterman (Goodreads Author), Jarrod Shusterman",Young Adult,True
I Am Riley (Riley Hammerson #1),"Jenna Pratt (Goodreads Author), Caroline White (Editor)",Sconosciuto,True
Brazen: Rebel Ladies Who Rocked the World,"Pénélope Bagieu, Montana Kane (Translator)",Graphic Novels,True
The Crown's Fate,Evelyn Skye (Goodreads Author),Fantasy,True
Red Kayak,Priscilla Cummings (Goodreads Author),Young Adult,True
The Rise and Fall of the Gallivanters,MJ Beaufrand,Music,True
The Mastery of Submission: Inventions of Masochism,John K. Noyes,BDSM,True
Aganta Burina Burinata,Halikarnas Balıkçısı,Fiction,True
I Am Not Your Perfect Mexican Daughter,Erika L. Sánchez,Young Adult,True
சில நேரங்களில் சில மனிதர்கள் [Sila Nerangalil Sila Manithargal],Jayakanthan,Fiction,True
"Christianity mainly saw Jesus as God, others as man, and still others as teacher but never a God",Rodolfo Martin Vitangcol (Goodreads Author),Sconosciuto,True
The Echelon Vendetta,David Stone,Thriller,True
The Mystery of the Jewelled Moth,Katherine Woodfine (Goodreads Author),Mystery,True
Sire,Jex Lane (Goodreads Author),M M Romance,True
After the End,Natasha Preston (Goodreads Author),Romance,True
Storm Thief,Chris Wooding,Fantasy,True
Domineeriv värv: Must,Koidu Ferreira (Goodreads Author),Fantasy,True
The Wind From the Sun,Arthur C. Clarke,Science Fiction,True
L'Acrobata,Agnes Moon,M M Romance,True
The State of Africa: A History of Fifty Years of Independence,Martin Meredith,History,True
"Der Golem-Faktor, Der zweite Weltkrieg soll anders enden",Moritz Römstein,Sconosciuto,True
